SentenceId,Phrase,Sentiment
7926,"['absolut', 'amaz', 'first', 'time', 'director', 'kevin', 'donovan', 'manag', 'find', 'someth', 'new', 'add', 'canon', 'chan']",3
7927,"['realli', 'quit', 'funni']",4
7928,"['prepar', 'marvel']",3
7929,"['definit', 'improv', 'first', 'blade', 'sinc', 'doe', 'n', 'take', 'deadli', 'serious']",3
7930,"['mostli', 'work', 'humor', 'warmth', 'intellig', 'captur', 'life', 'interestingli', 'live']",4
7931,"['brash', 'intellig', 'erot', 'perplex', 'hanek', 'portrait', 'upper', 'class', 'austrian', 'societi', 'suppress', 'tuck', 'away', 'demon', 'uniqu', 'felt', 'sardon', 'jolt']",4
7932,"['succe', 'well', 'made', 'evoc', 'subcultur']",3
7933,"['may', 'histori']",2
7934,"['backstag', 'must', 'see', 'true', 'fan', 'comedi']",4
7935,"['allen', 'funniest', 'likeabl', 'movi', 'year']",4
7936,"['medem', 'may', 'disrob', 'cast', 'leav', 'bodi', 'expos', 'plot', 'remain', 'guard', 'virgin', 'chastiti', 'belt']",1
7937,"['well', 'mean', 'inert']",2
7938,"['inconsequenti', 'bare', 'bit', 'piffl']",1
7939,"['chuckl', 'thought', 'ancient', 'librarian', 'whack', 'certain', 'part', 'man', 'bodi']",2
7940,"['good', 'thi', 'film', 'might', 'depend', 'believ', 'shock', 'conclus', 'much', 'plung']",3
7941,"['someth', 'splendid', 'look', 'thi', 'particular', 'film', 'viewer', 'expect', 'someth', 'special', 'instead', 'get', 'lrb', 'sci', 'fi', 'rrb', 'rehash']",1
7942,"['dirti', 'deed', 'david', 'caesar', 'ha', 'step', 'mainstream', 'filmmak', 'assur', 'worthi', 'intern', 'acclaim', 'everi', 'cinemat', 'tool', 'well', 'hi', 'control', 'driven', 'natur', 'sens', 'work', 'screen']",4
7943,"['talent', 'cast', 'alon', 'keep', 'watch', 'fight', 'scene']",4
7944,"['sometim', 'need', 'comfort', 'fantasi', 'mental', 'ill', 'also', 'need', 'movi', 'like', 'tim', 'mccann', 'revolut', '9']",3
7945,"['one', 'finest', 'human', 'import', 'holocaust', 'movi', 'ever', 'made']",4
7946,"['cage', 'make', 'unusu', 'pleasantli', 'haunt', 'debut', 'behind', 'camera']",3
7947,"['flat', 'amus', 'sometim', 'endear', 'often', 'fabul', 'solid', 'cast', 'noteworthi', 'charact', 'delici', 'dialogu', 'wide', 'suppli', 'effect', 'sight', 'gag']",3
7948,"['two', 'tediou', 'act', 'light', 'great', 'scare', 'good', 'surpris', 'end']",3
7949,"['japanes', 'director', 'shohei', 'imamura', 'latest', 'film', 'odd', 'ultim', 'satisfi', 'blend', 'sophomor', 'sublim']",3
7950,"['treat', 'watch', 'shaw', 'british', 'stage', 'icon', 'melt', 'heat', 'phocion', 'attent']",3
7951,"['rifkin', 'doubt', 'fanci', 'someth', 'hubert', 'selbi', 'jr', 'n', 'ounc', 'honest', 'poetri', 'hi', 'entir', 'script', 'simpli', 'crude', 'unrelentingli', 'exploit']",0
7952,"['chilli', 'remot', 'emot', 'distant', 'piec', 'dull', 'taglin', 'space', 'one', 'hear', 'snore']",0
7953,"['offbeat', 'enough', 'keep', 'interest', 'without', 'come', 'close', 'bowl']",3
7954,"['unoffici', 'nation', 'lampoon', 'van', 'wilder', 'son', 'anim', 'hous']",2
7955,"['lurid', 'le', 'lucid', 'work']",1
7956,"['deuc', 'wild', 'tread', 'heavili', 'romeo', 'juliet', 'west', 'side', 'stori', 'territori', 'plainli', 'ha', 'busi', 'go']",1
7957,"['isol', 'moment', 'creativ', 'insan', 'final', 'lost', 'thin', 'soup', 'humor']",2
7958,"['hollywood', 'end', 'show', 'stoppingli', 'hilari', 'scathingli', 'witti', 'nonetheless']",3
7959,"['heaven', 'bad', 'movi', 'deuc', 'wild', 'way']",0
7960,"['call', 'thi', 'full', 'monti', 'ice', 'underdog', 'sport', 'team', 'formula', 'redux']",2
7961,"['ever', 'see', 'one', 'comedi', 'seem', 'like', 'bad', 'idea', 'frame', 'one']",1
7962,"['despit', 'sincer', 'act', 'sign', 'anoth', 'unorigin', 'run', 'mill', 'sci', 'fi', 'film', 'flimsi', 'end', 'lot', 'hype']",1
7963,"['manic', 'gener', 'christma', 'vaudevil']",3
7964,"['allen', '66', 'ha', 'stop', 'challeng']",1
7965,"['mend', 'still', 'doe', 'n', 'quit', 'know', 'fill', 'frame']",1
7966,"['movi', 'made', 'big', 'screen', 'small', 'screen', 'like', 'ballist', 'eck', 'v', 'sever', 'made', 'palm', 'screen']",1
7967,"['filmmak', 'may', 'bit', 'disjoint', 'subject', 'matter', 'fascin', 'wo', 'n', 'care']",3
7968,"['still', 'everi', 'low', 'budget', 'movi', 'must', 'quirki', 'bleak', 'happi', 'end', 'cinemat', 'sin']",2
7969,"['movi', 'desper', 'miscalcul']",0
7970,"['film', 'doe', 'n', 'sustain', 'initi', 'promis', 'jar', 'new', 'agey', 'tone', 'creep', 'second', 'half']",1
7971,"['irrit', 'sadden', 'martin', 'lawrenc', 'latest', 'vehicl', 'explod', 'obnoxi', '2', '500', 'screen', 'someth', 'bubba', 'ho', 'tep', 'clearli', 'evid', 'qualiti', 'may', 'end', 'languish', 'shelf', 'somewher']",1
7972,"['reno', 'left', 'liber', 'polit', 'spectrum', 'tough', 'funni', 'rather', 'chaotic', 'show', 'n', 'subvers', 'much', 'nit', 'picki', 'hypocrisi', 'time']",2
7973,"['tediou', 'parabl', 'honesti', 'good', 'sportsmanship']",2
7974,"['draggin', 'dragon']",2
7975,"['pap', 'invest', 'undergradu', 'doubl', 'subtext', 'ridicul', 'stab', 'existenti', 'remind', 'discoveri', 'wizard', 'god', 'fifth', 'trek', 'flick']",1
7976,"['kinnear', 'dafo', 'give', 'may', 'perform', 'career']",4
7977,"['difficult', 'feel', 'anyth', 'much', 'watch', 'thi', 'movi', 'beyond', 'mild', 'disturb', 'detach', 'pleasur', 'act']",1
7978,"['like', 'abl', 'hit', '15', 'year', 'old', '100']",1
7979,"['thought', 'watch', 'thi', 'film', 'audienc', 'full', 'teenag', 'fixat', 'bodi', 'humour', 'reinforc', 'stereotyp', 'lrb', 'get', 'plenti', 'rrb', 'fill', 'revuls']",0
7980,"['fresh', 'idea', 'core', 'thi', 'tale']",1
7981,"['wa', 'onli', 'matter', 'time', 'befor', 'savvi', 'produc', 'saw', 'potenti', 'success', 'inher', 'mixtur', 'bullock', 'bubbl', 'hugh', 'goo']",3
7982,"['mr', 'polanski', 'creat', 'imag', 'even', 'haunt', 'mr', 'spielberg', '1993', 'classic']",4
7983,"['mimet', 'approxim', 'better', 'film']",1
7984,"['closest', 'thing', 'experi', 'space', 'travel']",3
7985,"['thi', 'would', 'better', 'fiction', 'ha', 'concoct', 'still', 'could', 'room', 'war', 'scene']",1
7986,"['director', 'charl', 'stone', 'iii', 'appli', 'detail', 'film', 'music', 'stori', 'line', 'best', 'drumlin', 'energi']",4
7987,"['read', 'subtitl', 'lrb', 'opera', 'sung', 'italian', 'rrb', 'like', 'masterpiec', 'theatr', 'type', 'costum', 'enjoy', 'thi', 'movi']",3
7988,"['frailti', 'start', 'like', 'typic', 'bibl', 'killer', 'stori', 'turn', 'significantli', 'differ', 'lrb', 'better', 'rrb', 'film', 'thi', 'theme']",4
7989,"['dian', 'lane', 'work', 'noth', 'short', 'minor', 'miracl', 'unfaith']",4
7990,"['mix', 'gritti', 'realism', 'crisp', 'storytel', 'radiant', 'compass', 'effortlessli', 'draw']",4
7991,"['love', 'read', 'poetri', 'mean', 'check']",3
7992,"['move', 'care', 'happen', '1915', 'armenia']",2
7993,"['highli', 'watchabl', 'giggli', 'littl', 'stori', 'sweet', 'edg']",3
7994,"['quell', 'surpris']",2
7995,"['film', 'trailer', 'also', 'look', 'like', 'crap', 'crap', 'wa', 'expect']",0
7996,"['biggest', 'problem', 'thi', 'movi', 'nearli', 'long', 'enough']",2
7997,"['movi', 'beauti', 'feel', 'labor', 'hint', 'write', 'exercis']",2
7998,"['unexpect', 'often', 'contradictori', 'truth', 'emerg']",3
7999,"['one', 'best', 'grow', 'strain', 'dare', 'film', 'argu', 'ani', 'sexual', 'relationship', 'doe', 'n', 'hurt', 'anyon', 'work', 'particip', 'relationship', 'worthi', 'respect']",3
8000,"['film', 'great', 'premis', 'onli', 'great', 'premis']",3
8001,"['one', 'film', 'could', 'much', 'better']",1
8002,"['normal', 'rohmer', 'talki', 'film', 'fascin', 'move', 'hi', 'set', 'past', 'reli', 'histor', 'text', 'lose', 'rich', 'character', 'make', 'hi', 'film', 'memor']",1
8003,"['circuit', 'queen', 'wo', 'n', 'learn', 'thing', 'busi', 'curs', 'film', 'strateg', 'place', 'white', 'sheet']",2
8004,"['labut', 'care', 'handl', 'make', 'materi', 'seem', 'genuin', 'rather', 'pander']",4
8005,"['tom', 'green', 'ivi', 'leagu', 'colleg', 'never', 'appear', 'togeth', 'marque', 'especi', 'payoff', 'unschool', 'comedi', 'like', 'steal', 'harvard', 'fail', 'keep', '80', 'minut', 'seem', 'like', '800']",2
8006,"['great', 'piti', 'respons', 'n', 'cut', 'loss', 'retitl', 'adventur', 'direct', 'video', 'nash', 'send', 'proper', 'home']",1
8007,"['film', 'begin', 'everyday', 'life', 'naval', 'personnel', 'san', 'diego', 'end', 'scene', 'true', 'heartbreak', 'tear', 'well', 'eye', 'time', 'saw', 'film']",4
8008,"['littl', 'violenc', 'lot', 'sex', 'bid', 'hold', 'attent', 'grow', 'monoton', 'joan', 'philip', 'repetit', 'argument', 'scheme', 'treacheri']",1
8009,"['made', 'eddi', 'murphi', 'movi', 'star', 'man', 'ha', 'n', 'age', 'day']",3
8010,"['even', 'hi', 'critic', 'insight', 'godard', 'still', 'smarter', 'ani', '50', 'filmmak', 'still', 'work']",3
8011,"['like', 'silenc', 'movi', 'get', 'skin']",1
8012,"['wanker', 'goth', 'loos']",2
8013,"['sound', 'like', 'anoth', 'clever', 'pointless', 'excurs', 'abyss', 'le', 'play']",1
8014,"['must', 'fan', 'british', 'cinema', 'onli', 'becaus', 'mani', 'titan', 'industri', 'along', 'ride']",4
8015,"['fine', 'focus', 'piec', 'work', 'reopen', 'interest', 'controversi', 'never', 'succumb', 'sensation']",4
8016,"['romant', 'comedi', 'dogm', '95', 'filmmak', 'may', 'seem', 'odd', 'bedfellow', 'turn', 'delight', 'compat']",4
8017,"['time', 'learn', 'hard', 'way', 'complex', 'intern', 'terror', 'collater', 'damag', 'paint', 'absurdli', 'simplist', 'pictur']",1
8018,"['fascin', 'documentari', 'long', 'event', 'spiritu', 'journey', 'guru', 'help', 'launch', 'new', 'age']",4
8019,"['rodriguez', 'ha', 'chop', 'smart', 'aleck', 'film', 'school', 'brat', 'imagin', 'big', 'kid']",3
8020,"['film', 'lack', 'person', 'permeat', 'aspect', 'tv', 'movi', 'esqu', 'affect', 'child', 'act', 'dullest', 'irish', 'pub', 'scene', 'ever', 'film']",0
8021,"['eight', 'leg', 'freak', 'wo', 'n', 'join', 'pantheon', 'great', 'monster', 'scienc', 'fiction', 'flick', 'come', 'love']",1
8022,"['beauti', 'ach', 'sad']",3
8023,"['harri', 'potter', 'chamber', 'secret', 'deja', 'vu', 'clich', 'noth', 'could', 'appropri']",2
8024,"['kind', 'primal', 'storytel', 'georg', 'luca', 'onli', 'dream']",3
8025,"['actor', 'must', 'inde', 'good', 'recit', 'thi', 'laughabl', 'dialogu', 'straight', 'face']",1
8026,"['stress', 'dumb']",1
8027,"['question', 'elect', 'process', 'payami', 'graphic', 'illustr', 'problem', 'fledgl', 'democraci', 'also', 'strength', 'sens', 'freedom', 'iranian', 'peopl', 'alreadi', 'poss', 'without', 'access', 'ballot', 'box']",3
8028,"['film', 'compet', 'also', 'uninspir', 'lack', 'real', 'talent', 'wit', 'elev', 'beyond', 'formula', 'level', 'classic', 'romant', 'comedi', 'aspir']",1
8029,"['work', 'well', 'enough', 'sinc', 'thrill', 'pop', 'frequent', 'dispatch', 'cast', 'often', 'imagin', 'gori']",3
8030,"['hard', 'predict', 'absolut', 'essenti', 'chemistri', 'earth', 'bullock', 'nonchal', 'grant', 'prof', 'sensat', 'everyth', 'mesh', 'thi', 'eleg', 'entertain']",4
8031,"['norton', 'hold', 'film', 'togeth']",2
8032,"['one', 'decent', 'perform', 'cast', 'one', 'clever', 'line', 'dialogu']",0
8033,"['film', 'brilliantli', 'shine', 'charact', 'direct', 'intellig', 'accomplish']",4
8034,"['delight', 'surpris', 'becaus', 'despit', 'backstag', 'drama', 'thi', 'movi', 'tell', 'stori', 'work', 'charm', 'move', 'funni', 'look', 'profession']",4
8035,"['maudlin', 'way', 'stori', 'unfold', 'suggest', 'director', 'fight', 'urg', 'sensation', 'hi', 'materi']",1
8036,"['mani', 'scenario', 'hero', 'might', 'opportun', 'triumphantli', 'sermon', 'allow', 'u', 'wonder', 'ourselv', 'thing', 'turn', 'okay']",0
8037,"['flaw', 'film', 'admir', 'one', 'tri', 'immers', 'u', 'world', 'artist', 'abandon', 'polit', 'mad', 'veri', 'nearli', 'succe']",2
8038,"['would', 'n', 'matter', 'much', 'thi', 'arrog', 'richard', 'pryor', 'wannab', 'routin', 'offens', 'pueril', 'unimagin', 'foul', 'mouth', 'wa', 'least', 'funni']",1
8039,"['maker', 'mothman', 'propheci', 'succeed', 'produc', 'frighten', 'movi', 'mediocr', 'horror', 'film', 'bad', 'good', 'good', 'bad']",1
8040,"['epp', 'ha', 'neither', 'charisma', 'natur', 'affabl', 'ha', 'made', 'tucker', 'star']",0
8041,"['given', 'fact', 'virtual', 'one', 'bound', 'show', 'theatr', 'project', 'made', 'tube']",0
8042,"['gener', 'huge', 'fan', 'cartoon', 'deriv', 'tv', 'show', 'hey', 'arnold']",3
8043,"['thi', 'fascin', 'film', 'becaus', 'clear', 'cut', 'hero', 'villain']",4
8044,"['rehears', 'frequent', 'fascin', 'result']",3
8045,"['dark', 'bittersweet', 'twist', 'feel', 'strang', 'thing', 'turn', 'nasti', 'tragic', 'dure', 'final', 'third', 'film']",2
8046,"['film', 'thrust', 'inchoat', 'alreadi', 'eldritch', 'christian', 'right', 'propaganda', 'machin', 'nation', 'medium', 'circl']",2
8047,"['engagingli', 'primit', 'anim', 'special', 'effect', 'contribut', 'mood', 'sustain', 'surprisingli', 'somber', 'conclus']",3
8048,"['hip', 'hop', 'prison', 'thriller', 'stupefi', 'absurd']",1
8049,"['question', 'philosoph', 'filmmak', 'filmmak', 'need', 'engag', 'audienc']",1
8050,"['enjoy', 'reward', 'script', 'assum', 'n', 'veri', 'bright', 'blood', 'work']",0
8051,"['nair', 'doe', 'n', 'treat', 'issu', 'lightli']",3
8052,"['larg', 'thi', 'mr', 'kilmer', 'movi', 'hi', 'strongest', 'perform', 'sinc', 'door']",3
8053,"['thi', 'master', 'calibr', 'psycholog', 'thriller', 'thrive', 'taut', 'perform', 'creepi', 'atmospher', 'even', 'screenplay', 'fall', 'somewhat', 'short']",3
8054,"['charm', 'result', 'festiv', 'cann']",3
8055,"['home', 'movi', 'film', 'equival', 'lovingli', 'render', 'coffe', 'tabl', 'book']",2
8056,"['cherri', 'orchard', 'badli', 'edit', 'often', 'awkwardli', 'direct', 'suffer', 'addit', 'wholli', 'unnecessari', 'pre', 'credit', 'sequenc', 'design', 'give', 'charact', 'back', 'stori']",1
8057,"['though', 'excess', 'tiresom', 'uncertainti', 'principl', 'verbal', 'pretenti', 'titl', 'may', 'ha', 'hand', 'redeem', 'featur', 'long', 'discount', 'abil', 'bore']",2
8058,"['brisk', 'wang', 'pace', 'none', 'excel', 'cast', 'given', 'air', 'breath']",2
8059,"['onli', 'time', '8', 'crazi', 'night', 'come', 'close', 'hit', 'comed', 'satir', 'target', 'dure', 'offbeat', 'music', 'number']",2
8060,"['without', 'ha', 'brace', 'truth', 'refresh', 'phoni', 'femal', 'bond', 'pictur', 'like', 'divin', 'secret', 'ya', 'ya', 'sisterhood']",4
8061,"['ravag', 'gut', 'wrench', 'frighten', 'war', 'scene', 'sinc', 'save', 'privat', 'ryan', 'recreat', 'john', 'woo', 'thi', 'littl', 'known', 'stori', 'nativ', 'american', 'role', 'second', 'great', 'war']",3
8062,"['plotlin', 'lumpi', 'two', 'day', 'old', 'porridg', 'filmmak', 'paw', 'sad', 'say', 'thi', 'un', 'bear', 'abl', 'project']",0
8063,"['stori', 'ha', 'nice', 'twist', 'end', 'back', 'stori', 'littl', 'tire']",1
8064,"['excus', 'follow', 'delight', 'well', 'craft', 'famili', 'film', 'comput', 'gener', 'cold', 'fish']",1
8065,"['top', 'founder', 'perform', 'lrb', 'madonna', 'rrb', 'deni', 'athletic', 'light', 'emphas', 'everi', 'line', 'sag']",1
8066,"['shiner', 'certainli', 'go', 'distanc', 'n', 'world', 'championship', 'materi']",3
8067,"['film', 'bright', 'flashi', 'right', 'way']",4
8068,"['anyth', 'see', 'karen', 'black', 'camp', 'storm', 'fring', 'feminist', 'conspiraci', 'theorist', 'name', 'dirti', 'dick']",3
8069,"['aaa', 'action', 'xxx', 'blast', 'adrenalin', 'rate', 'eee', 'excit']",4
8070,"['remain', 'variant', 'nincompoop', 'benigni', 'persona', 'annoy', 'though', 'le', 'angri', 'version', 'irrespons', 'sandlerian', 'manchild', 'undercut', 'voic', 'star', 'road', 'trip']",0
8071,"['well', 'done', 'film', 'self', 'reflex', 'philosoph', 'natur']",4
8072,"['old', 'fashion', 'scari', 'movi', 'one', 'reli', 'linger', 'terror', 'punctuat', 'sudden', 'shock', 'constant', 'bloodsh', 'punctuat', 'fli', 'gut']",3
8073,"['although', 'melodramat', 'predict', 'thi', 'romant', 'comedi', 'explor', 'friendship', 'five', 'filipino', 'american', 'frantic', 'effort', 'find', 'love']",2
8074,"['noth', 'stick', 'realli', 'except', 'linger', 'creepi', 'one', 'feel', 'drag', 'sad', 'sordid', 'univers', 'gun', 'drug', 'avaric', 'damag', 'dream']",0
8075,"['brosnan', 'give', 'portray', 'solid', 'perfect', 'hi', 'outstand', 'perform', 'bond', 'die', 'anoth', 'day']",4
8076,"['go', 'long', 'way', 'hedonist', 'gusto']",2
8077,"['thirteen', 'convers', 'one', 'thing', 'lay', 'narr', 'puzzl', 'interweav', 'individu', 'stori', 'like', 'mobiu', 'strip', 'ellipt', 'loop', 'back', 'began']",3
8078,"['sure', 'teenag', 'boy', 'somewher', 'die', 'thi', 'kind', 'entertain']",1
8079,"['act', 'fine', 'enough', 'substanc', 'sustain', 'interest', 'full', '90', 'minut', 'especi', 'weak', 'payoff']",1
8080,"['first', 'hour', 'tediou', 'though', 'ford', 'neeson', 'capabl', 'hold', 'interest', 'thrill', 'movi']",1
8081,"['steven', 'soderbergh', 'digit', 'video', 'experi', 'clever', 'cut', 'quick', 'dirti', 'look', 'modern', 'live', 'movi', 'life']",3
8082,"['weight', 'slow', 'uninvolv', 'storytel', 'flat', 'act']",0
8083,"['sheridan', 'wonder', 'account', 'work', 'curious', 'water', 'turn', 'grit', 'vulner', 'light', 'read']",1
8084,"['amount', 'arti', 'theoriz', 'special', 'effect', 'german', 'expressionist', 'accord', 'press', 'note', 'render', 'anyth', 'laughabl']",0
8085,"['go', '110', 'minut', 'panic', 'room', 'battl', 'witless', 'bright', 'mother', 'daughter', 'even', 'le', 'capabl', 'trio', 'crimin']",1
8086,"['illiter', 'often', 'inert', 'sci', 'fi', 'action', 'thriller']",1
8087,"['compar', 'usual', 'somber', 'festiv', 'entri', 'davi', 'highli', 'person', 'brand', 'romant', 'comedi', 'tart', 'smart', 'breath', 'fresh', 'air', 'stand', 'pack', 'even', 'pictur', 'somewhat', 'problemat']",4
8088,"['best', 'thing', 'movi', 'person', 'amus', 'cast']",3
8089,"['inher', 'caustic', 'oddli', 'whimsic', 'film', 'chime', 'griev', 'process', 'strang', 'draw', 'audienc', 'unexplain', 'pain', 'eccentr', 'attach', 'concept', 'loss']",3
8090,"['heaven', 'haunt', 'dramat', 'coupl', 'moral', 'ascens']",2
8091,"['hanek', 'script', 'lrb', 'elfried', 'jelinek', 'novel', 'rrb', 'contriv', 'unmotiv', 'psycholog', 'unpersuas', 'inconclus', 'end']",0
8092,"['express', 'face', 'reminisc', 'gong', 'li', 'vivid', 'person', 'like', 'zhang', 'ziyi', 'dong', 'stake', 'emot', 'heart', 'happi']",3
8093,"['modestli', 'made', 'profoundli', 'move', 'documentari']",4
8094,"['fred', 'schepisi', 'tale', 'four', 'englishman', 'face', 'prospect', 'mortal', 'view', 'youth', 'affluenc', 'lost', 'ideal', 'start', 'point']",3
8095,"['howev', 'complet', 'honest', 'open', 'heart', 'film', 'appeal', 'anyon', 'succumb']",4
8096,"['movi', 'like', 'high', 'crime', 'flog', 'dead', 'hors', 'surpris', 'oblig']",0
8097,"['zippi', '96', 'minut', 'mediocr', 'special', 'effect', 'hoari', 'dialogu', 'flux', 'accent', 'worst', 'silli', 'look', 'morlock']",1
8098,"['movi', 'doe', 'n', 'gener', 'lot', 'energi']",1
8099,"['one', 'decad', 'span', 'histor', 'epic', 'strive', 'intim', 'social', 'encompass', 'fail', 'justic', 'either', 'effort', 'three', 'hour', 'screen', 'time']",1
8100,"['captivatingli', 'quirki', 'hybrid', 'charact', 'portrait', 'romant', 'comedi', 'beat', 'clock', 'thriller']",3
8101,"['plot', 'plaster', 'one', 'hollywood', 'clich', 'anoth', 'involv', 'precoci', 'kid', 'get', 'better', 'obnoxi', 'adult']",1
8102,"['like', 'four', 'lead', 'actor', 'lot', 'manag', 'squeez', 'laugh', 'materi', 'tread', 'water', 'best', 'thi', 'forgett', 'effort']",3
8103,"['loud', 'chaotic', 'larg', 'unfunni']",0
8104,"['abandon', 'spend', '90', 'minut', 'tri', 'figur', 'whether', 'cocki', 'pseudo', 'intellectu', 'kid', 'ha', 'intent', 'left', 'colleg', 'wa', 'kill']",1
8105,"['script', 'disast', 'cloy', 'messag', 'irksom', 'charact']",1
8106,"['art', 'demand', 'live', 'view']",3
8107,"['sinc', 'dahmer', 'resort', 'standard', 'slasher', 'flick', 'thrill', 'mind', 'killer', 'miss', 'major', 'opportun', 'truli', 'revelatori', 'hi', 'psych']",1
8108,"['none', 'thi', 'sound', 'promis', 'inde', 'first', 'half', 'soror', 'boy', 'appal', 'ani', 'comedi', 'ever', 'spill', 'projector', 'len']",0
8109,"['thi', 'mild', 'manner', 'farc', 'direct', 'one', 'writer', 'john', 'c', 'walsh', 'corni', 'way', 'bespeak', 'expir', 'date', 'pass', 'long', 'time', 'ago']",1
8110,"['visual', 'sumptuou', 'intellectu', 'stultifi']",2
8111,"['thought', 'provok']",3
8112,"['vera', 'ha', 'creat', 'provoc', 'absorb', 'drama', 'reveal', 'curs', 'self', 'hatr', 'instil', 'rigid', 'social']",3
8113,"['aimlessli', 'unsuccess', 'attempt', 'fuse', 'least', 'three', 'dull', 'plot', 'one', 'good', 'one']",0
8114,"['film', 'sound', 'like', 'stuff', 'lurid', 'melodrama', 'make', 'interest', 'charact', 'studi', 'fact', 'stori', 'told', 'paul', 'perspect']",3
8115,"['move', 'weighti', 'depict', 'one', 'famili', 'attempt', 'heal', 'death', 'child']",3
8116,"['settl', 'world', 'war', 'ii', 'memori', 'found', 'strang', 'move', 'even', 'corniest', 'hackney', 'contriv']",3
8117,"['thi', 'amus', 'three', 'minut']",2
8118,"['strength', 'weak', 'play', 'virtual', 'stand', 'unfortun', 'trump', 'card', 'dreari', 'mid', 'section', 'film']",2
8119,"['happili', 'glib', 'viciou', 'charact']",2
8120,"['mr', 'cain', 'mr', 'fraser', 'whole', 'show', 'memor', 'resourc', 'perform']",4
8121,"['realli', 'shame', 'wo', 'n', 'get', 'opportun', 'embrac', 'small', 'sweet', 'evelyn']",3
8122,"['problem', 'film', 'whether', 'ambit', 'laudabl', 'themselv', 'justifi', 'theatric', 'simul', 'death', 'camp', 'auschwitz', 'ii', 'birkenau']",1
8123,"['much', 'movi', 'feel', 'contriv', 'filmmak', 'worri', 'stori', 'would', 'n', 'work', 'without', 'gimmick']",1
8124,"['pictur', 'run', 'mere', '84', 'minut', 'glanc']",3
8125,"['eleg', 'sli', 'deadpan', 'comedi']",3
8126,"['hint', 'awkward', 'hitchcockian', 'theme', 'tact', 'harmon', 'daunt', 'narr', 'promot', 'reason', 'landscap', 'conflict', 'patho', 'support', 'scattershot', 'terror', 'tone']",2
8127,"['notion', 'delet', 'emot', 'peopl', 'even', 'advanc', 'prozac', 'nation', 'insan', 'dysfunct', 'rampantli', 'design', 'equilibrium', 'becom', 'concept', 'doofu']",0
8128,"['best', 'enjoy', 'work', 'fiction', 'inspir', 'real', 'life', 'event']",3
8129,"['mr', 'soderbergh', 'direct', 'visual', 'style', 'struck', 'unusu', 'unimpress', 'fussi', 'pretenti']",0
8130,['debat'],2
8131,"['wildli', 'entertain', 'scan', 'evan', 'career']",4
8132,"['like', 'full', 'monti', 'thi', 'sure', 'rais', 'audienc', 'spirit', 'leav', 'sing', 'long', 'credit', 'roll']",4
8133,"['without', 'cheesi', 'fun', 'factor']",3
8134,"['upset', 'thought', 'provok', 'film', 'ha', 'odd', 'puriti', 'doe', 'n', 'bring', 'charact', 'much', 'ha', 'studi']",3
8135,"['live', 'action', 'cartoon', 'fast', 'move', 'cheer', 'simplist', '88', 'minut', 'exagger', 'action', 'put', 'togeth', 'preteen', 'boy', 'mind']",3
8136,"['dazzl', 'thing', 'behold', 'long', 'wear', 'somewhat', 'cumbersom', '3d', 'goggl', 'theater', 'provid']",3
8137,"['could', 'use', 'littl', 'human', 'never', 'lack', 'eye', 'pop', 'visual']",3
8138,"['mostli', 'shafer', 'co', 'writer', 'gregori', 'hinton', 'lack', 'strong', 'mind', 'viewpoint', 'sens', 'humor']",1
8139,"['sure', 'word', 'ever', 'togeth', 'sentenc', 'thi', 'erot', 'cannib', 'movi', 'bore']",0
8140,"['gambl', 'throw', 'basketbal', 'game', 'money', 'n', 'new', 'plot', 'fact', 'toback', 'use', 'black', 'white']",2
8141,"['admir', 'dark', 'first', 'script', 'brent', 'hanley', 'paxton', 'make', 'hi', 'directori', 'featur', 'debut', 'doe', 'strong', 'measur', 'work']",4
8142,"['bolster', 'except', 'perform', 'clear', 'eye', 'take', 'econom', 'deal', 'patholog', 'ghetto', 'fabul']",4
8143,"['dougla', 'mcgrath', 'nichola', 'nicklebi', 'doe', 'dicken', 'done', 'cinemat']",4
8144,"['kill', 'father', 'would', 'rariti', 'hollywood']",2
8145,"['problem', 'deriv', 'becaus', 'plenti', 'funni', 'movi', 'recycl', 'old', 'trope']",2
8146,"['e', 'graveyard', 'hold', 'mani', 'good', 'idea', 'bad', 'cold', 'comfort', 'chin', 'film', 'serf', 'style', 'empathi']",3
8147,"['end', 'offer', 'noth', 'latest', 'schwarzenegg', 'stallon', 'flick', 'would']",1
8148,"['film', 'onli', 'misstep', 'come', 'script', 'insist', 'provid', 'deep', 'emot', 'motiv', 'everi', 'one', 'abagnal', 'antic']",2
8149,"['best', 'thi', 'film', '7', 'crowd']",1
8150,"['thought', 'movi', 'movi', 'concern', 'soul', 'risk', 'scheme', 'consequ', 'one', 'action']",4
8151,"['jaw', 'droppingli', 'superfici', 'strain', 'get', 'humor', 'even', 'dare', 'john', 'ritter', 'glori', 'day', 'three', 'compani']",1
8152,"['even', 'flaw', 'revolut', '9', 'prof', 'compel', 'interestingli', 'told', 'film']",3
8153,"['still', 'adam', 'sandler', 'littl', 'nicki']",2
8154,"['sorvino', 'delight', 'central', 'role']",3
8155,"['bog', 'badli', 'absorb', 'jia', 'moodi', 'bad', 'boy', 'behavior', 'portray', 'one', 'note', 'perform']",2
8156,"['aw', 'movi', 'onli', 'satisfi', 'emot', 'malleabl', 'filmgoer']",0
8157,"['exhilar', 'blatantli', 'bias']",3
